No_state,State,City,no_Date,Date,Deaths,Confirmed,Recovered,Active
15,ESTADO DE MEXICO,HUIXQUILUCAN,1,2020-02-21,0,1,1,0
7,CIUDAD DE MEXICO,IZTAPALAPA,2,2020-02-22,0,1,1,0
13,HIDALGO,PACHUCA DE SOTO,2,2020-02-22,0,1,1,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,3,2020-02-23,0,1,1,0
7,CIUDAD DE MEXICO,TLALPAN,4,2020-02-24,0,1,1,0
5,CHIAPAS,TUXTLA GUTIÉRREZ,5,2020-02-25,0,1,1,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,6,2020-02-26,1,1,0,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,7,2020-02-27,1,1,0,0
8,COAHUILA DE ZARAGOZA,TORREÓN,7,2020-02-27,0,1,1,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,8,2020-02-28,0,1,1,0
7,CIUDAD DE MEXICO,XOCHIMILCO,8,2020-02-28,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,9,2020-02-29,0,1,1,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,9,2020-02-29,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,10,2020-03-01,0,2,2,0
14,JALISCO,ZAPOPAN,10,2020-03-01,0,2,2,0
23,QUINTANA ROO,BENITO JUÁREZ,10,2020-03-01,0,1,1,0
25,SINALOA,CULIACÁN,10,2020-03-01,1,1,0,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,11,2020-03-02,0,2,2,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,11,2020-03-02,0,1,1,0
7,CIUDAD DE MEXICO,TLALPAN,11,2020-03-02,0,1,1,0
15,ESTADO DE MEXICO,CUAUTITLÁN IZCALLI,11,2020-03-02,1,1,0,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,11,2020-03-02,0,1,1,0
17,MORELOS,CUERNAVACA,11,2020-03-02,0,1,1,0
19,NUEVO LEON,MONTERREY,11,2020-03-02,0,1,1,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,12,2020-03-03,0,1,1,0
7,CIUDAD DE MEXICO,IZTAPALAPA,12,2020-03-03,1,1,0,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,12,2020-03-03,0,1,1,0
15,ESTADO DE MEXICO,CHALCO,12,2020-03-03,0,1,1,0
15,ESTADO DE MEXICO,ECATEPEC DE MORELOS,12,2020-03-03,1,1,0,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,12,2020-03-03,0,1,1,0
7,CIUDAD DE MEXICO,TLALPAN,13,2020-03-04,0,2,2,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,13,2020-03-04,0,1,1,0
8,COAHUILA DE ZARAGOZA,SALTILLO,13,2020-03-04,0,1,1,0
14,JALISCO,ZAPOPAN,13,2020-03-04,0,1,1,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,13,2020-03-04,1,1,0,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,13,2020-03-04,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,14,2020-03-05,0,2,2,0
15,ESTADO DE MEXICO,IXTAPALUCA,14,2020-03-05,0,1,1,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,14,2020-03-05,0,1,1,0
21,PUEBLA,PUEBLA,14,2020-03-05,0,2,2,0
22,QUERATARO,QUERÉTARO,14,2020-03-05,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,15,2020-03-06,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,15,2020-03-06,0,2,2,0
7,CIUDAD DE MEXICO,TLALPAN,15,2020-03-06,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,15,2020-03-06,1,2,1,0
10,DURANGO,DURANGO,15,2020-03-06,0,1,1,0
14,JALISCO,GUADALAJARA,15,2020-03-06,0,1,1,0
14,JALISCO,ZAPOPAN,15,2020-03-06,0,1,1,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,15,2020-03-06,1,1,0,0
1,AGUASCALIENTES,AGUASCALIENTES,16,2020-03-07,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,16,2020-03-07,0,7,7,0
7,CIUDAD DE MEXICO,TLALPAN,16,2020-03-07,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,16,2020-03-07,0,1,1,0
13,HIDALGO,MINERAL DE LA REFORMA,16,2020-03-07,0,1,1,0
14,JALISCO,ZAPOPAN,16,2020-03-07,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,16,2020-03-07,0,1,1,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,16,2020-03-07,0,3,3,0
15,ESTADO DE MEXICO,XONACATLÁN,16,2020-03-07,0,1,1,0
19,NUEVO LEON,MONTERREY,16,2020-03-07,0,1,1,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,16,2020-03-07,0,1,1,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,16,2020-03-07,0,1,1,0
31,Yucatan,MÉRIDA,16,2020-03-07,0,1,1,0
4,CAMPECHE,CARMEN,17,2020-03-08,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,17,2020-03-08,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,17,2020-03-08,0,3,3,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,17,2020-03-08,0,1,1,0
12,GUERRERO,CHILPANCINGO DE LOS BRAVO,17,2020-03-08,0,1,1,0
13,HIDALGO,PACHUCA DE SOTO,17,2020-03-08,1,1,0,0
14,JALISCO,GUADALAJARA,17,2020-03-08,0,1,1,0
14,JALISCO,ZAPOPAN,17,2020-03-08,0,2,2,0
15,ESTADO DE MEXICO,ECATEPEC DE MORELOS,17,2020-03-08,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,17,2020-03-08,0,2,2,0
21,PUEBLA,PUEBLA,17,2020-03-08,0,1,1,0
21,PUEBLA,SAN ANDRÉS CHOLULA,17,2020-03-08,0,1,1,0
22,QUERATARO,EL MARQUÉS,17,2020-03-08,0,1,1,0
23,QUINTANA ROO,BENITO JUÁREZ,17,2020-03-08,0,1,1,0
31,Yucatan,MÉRIDA,17,2020-03-08,0,2,2,0
31,Yucatan,VALLADOLID,17,2020-03-08,1,1,0,0
2,BAJA CALIFORNIA,TIJUANA,18,2020-03-09,0,1,1,0
3,BAJA CALIFORNIA SUR,LOS CABOS,18,2020-03-09,1,1,0,0
4,CAMPECHE,CAMPECHE,18,2020-03-09,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,18,2020-03-09,0,4,4,0
7,CIUDAD DE MEXICO,IZTACALCO,18,2020-03-09,0,1,1,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,18,2020-03-09,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,18,2020-03-09,1,6,5,0
7,CIUDAD DE MEXICO,TLALPAN,18,2020-03-09,0,5,5,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,18,2020-03-09,0,2,2,0
10,DURANGO,DURANGO,18,2020-03-09,0,1,1,0
12,GUERRERO,CHILPANCINGO DE LOS BRAVO,18,2020-03-09,0,1,1,0
14,JALISCO,ZAPOPAN,18,2020-03-09,0,3,3,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,18,2020-03-09,0,1,1,0
15,ESTADO DE MEXICO,CUAUTITLÁN,18,2020-03-09,0,2,2,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,18,2020-03-09,0,4,4,0
15,ESTADO DE MEXICO,LA PAZ,18,2020-03-09,1,1,0,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,18,2020-03-09,0,3,3,0
16,MICHOACAN DE OCAMPO,MORELIA,18,2020-03-09,0,1,1,0
17,MORELOS,CUAUTLA,18,2020-03-09,0,1,1,0
19,NUEVO LEON,MONTERREY,18,2020-03-09,0,2,2,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,18,2020-03-09,0,7,7,0
20,OAXACA,OAXACA DE JUÁREZ,18,2020-03-09,0,1,1,0
21,PUEBLA,CUAUTLANCINGO,18,2020-03-09,0,1,1,0
21,PUEBLA,PUEBLA,18,2020-03-09,0,3,3,0
21,PUEBLA,SAN ANDRÉS CHOLULA,18,2020-03-09,0,1,1,0
22,QUERATARO,QUERÉTARO,18,2020-03-09,0,1,1,0
23,QUINTANA ROO,BENITO JUÁREZ,18,2020-03-09,0,1,1,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,18,2020-03-09,0,1,1,0
25,SINALOA,AHOME,18,2020-03-09,0,1,1,0
27,TABASCO,CENTRO,18,2020-03-09,0,2,2,0
27,TABASCO,JALPA DE MÉNDEZ,18,2020-03-09,0,1,1,0
31,Yucatan,MÉRIDA,18,2020-03-09,0,1,1,0
32,ZACATECAS,ZACATECAS,18,2020-03-09,0,1,1,0
1,AGUASCALIENTES,AGUASCALIENTES,19,2020-03-10,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,19,2020-03-10,0,1,1,0
7,CIUDAD DE MEXICO,COYOACÁN,19,2020-03-10,0,2,2,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,19,2020-03-10,0,5,5,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,19,2020-03-10,0,1,1,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,19,2020-03-10,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,19,2020-03-10,0,9,9,0
7,CIUDAD DE MEXICO,TLALPAN,19,2020-03-10,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,19,2020-03-10,0,2,2,0
8,COAHUILA DE ZARAGOZA,TORREÓN,19,2020-03-10,0,1,1,0
11,GUANAJUATO,IRAPUATO,19,2020-03-10,0,1,1,0
14,JALISCO,GUADALAJARA,19,2020-03-10,0,2,2,0
14,JALISCO,ZAPOPAN,19,2020-03-10,0,2,2,0
15,ESTADO DE MEXICO,CUAUTITLÁN IZCALLI,19,2020-03-10,0,1,1,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,19,2020-03-10,0,1,1,0
17,MORELOS,CUERNAVACA,19,2020-03-10,0,1,1,0
18,NAYARIT,TEPIC,19,2020-03-10,0,1,1,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,19,2020-03-10,0,2,2,0
20,OAXACA,CIÉNEGA DE ZIMATLÁN,19,2020-03-10,0,1,1,0
21,PUEBLA,CUAUTLANCINGO,19,2020-03-10,0,1,1,0
21,PUEBLA,PUEBLA,19,2020-03-10,1,2,1,0
22,QUERATARO,QUERÉTARO,19,2020-03-10,0,3,3,0
22,QUERATARO,SAN JUAN DEL RÍO,19,2020-03-10,0,1,1,0
23,QUINTANA ROO,SOLIDARIDAD,19,2020-03-10,0,2,2,0
27,TABASCO,CENTRO,19,2020-03-10,0,2,2,0
31,Yucatan,MÉRIDA,19,2020-03-10,0,3,3,0
2,BAJA CALIFORNIA,MEXICALI,20,2020-03-11,0,1,1,0
2,BAJA CALIFORNIA,TIJUANA,20,2020-03-11,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,20,2020-03-11,0,3,3,0
7,CIUDAD DE MEXICO,COYOACÁN,20,2020-03-11,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,20,2020-03-11,0,2,2,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,20,2020-03-11,0,1,1,0
7,CIUDAD DE MEXICO,IZTAPALAPA,20,2020-03-11,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,20,2020-03-11,0,7,7,0
7,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,20,2020-03-11,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,20,2020-03-11,0,3,3,0
10,DURANGO,DURANGO,20,2020-03-11,0,1,1,0
12,GUERRERO,ACAPULCO DE JUÁREZ,20,2020-03-11,0,1,1,0
14,JALISCO,GUADALAJARA,20,2020-03-11,0,2,2,0
14,JALISCO,ZAPOPAN,20,2020-03-11,0,4,4,0
15,ESTADO DE MEXICO,CHALCO,20,2020-03-11,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,20,2020-03-11,0,3,3,0
15,ESTADO DE MEXICO,LERMA,20,2020-03-11,0,1,1,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,20,2020-03-11,0,5,5,0
21,PUEBLA,PUEBLA,20,2020-03-11,0,1,1,0
21,PUEBLA,SAN ANDRÉS CHOLULA,20,2020-03-11,0,1,1,0
22,QUERATARO,CORREGIDORA,20,2020-03-11,0,1,1,0
23,QUINTANA ROO,BENITO JUÁREZ,20,2020-03-11,0,2,2,0
23,QUINTANA ROO,SOLIDARIDAD,20,2020-03-11,0,1,1,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,20,2020-03-11,0,1,1,0
26,SONORA,GUAYMAS,20,2020-03-11,0,1,1,0
26,SONORA,HERMOSILLO,20,2020-03-11,0,1,1,0
31,Yucatan,MÉRIDA,20,2020-03-11,0,3,3,0
1,AGUASCALIENTES,AGUASCALIENTES,21,2020-03-12,0,1,1,0
2,BAJA CALIFORNIA,MEXICALI,21,2020-03-12,0,2,2,0
4,CAMPECHE,CARMEN,21,2020-03-12,0,1,1,0
6,CHIHUAHUA,CHIHUAHUA,21,2020-03-12,0,1,1,0
6,CHIHUAHUA,JUÁREZ,21,2020-03-12,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,21,2020-03-12,0,1,1,0
7,CIUDAD DE MEXICO,COYOACÁN,21,2020-03-12,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,21,2020-03-12,0,4,4,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,21,2020-03-12,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,21,2020-03-12,0,3,3,0
7,CIUDAD DE MEXICO,TLALPAN,21,2020-03-12,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,21,2020-03-12,0,4,4,0
9,COLIMA,CUAUHTÉMOC,21,2020-03-12,0,1,1,0
11,GUANAJUATO,LEÓN,21,2020-03-12,0,2,2,0
12,GUERRERO,ACAPULCO DE JUÁREZ,21,2020-03-12,0,1,1,0
13,HIDALGO,PACHUCA DE SOTO,21,2020-03-12,0,1,1,0
14,JALISCO,GUADALAJARA,21,2020-03-12,0,3,3,0
14,JALISCO,TECOLOTLÁN,21,2020-03-12,0,1,1,0
14,JALISCO,TOMATLÁN,21,2020-03-12,0,1,1,0
14,JALISCO,ZAPOPAN,21,2020-03-12,0,3,3,0
15,ESTADO DE MEXICO,CUAUTITLÁN,21,2020-03-12,0,1,1,0
15,ESTADO DE MEXICO,ECATEPEC DE MORELOS,21,2020-03-12,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,21,2020-03-12,0,2,2,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,21,2020-03-12,0,2,2,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,21,2020-03-12,0,1,1,0
15,ESTADO DE MEXICO,TOLUCA,21,2020-03-12,0,1,1,0
19,NUEVO LEON,MONTERREY,21,2020-03-12,0,1,1,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,21,2020-03-12,0,1,1,0
20,OAXACA,LOMA BONITA,21,2020-03-12,0,1,1,0
20,OAXACA,OAXACA DE JUÁREZ,21,2020-03-12,0,1,1,0
21,PUEBLA,PUEBLA,21,2020-03-12,0,3,3,0
23,QUINTANA ROO,BENITO JUÁREZ,21,2020-03-12,0,1,1,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,21,2020-03-12,0,1,1,0
25,SINALOA,CULIACÁN,21,2020-03-12,0,1,1,0
26,SONORA,HERMOSILLO,21,2020-03-12,0,1,1,0
26,SONORA,SAN LUIS RÍO COLORADO,21,2020-03-12,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,21,2020-03-12,0,4,4,0
31,Yucatan,MÉRIDA,21,2020-03-12,0,1,1,0
32,ZACATECAS,GUADALUPE,21,2020-03-12,0,1,1,0
2,BAJA CALIFORNIA,MEXICALI,22,2020-03-13,0,2,2,0
2,BAJA CALIFORNIA,TIJUANA,22,2020-03-13,0,2,2,0
3,BAJA CALIFORNIA SUR,LOS CABOS,22,2020-03-13,0,1,1,0
5,CHIAPAS,PALENQUE,22,2020-03-13,0,1,1,0
6,CHIHUAHUA,JUÁREZ,22,2020-03-13,0,1,1,0
7,CIUDAD DE MEXICO,AZCAPOTZALCO,22,2020-03-13,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,22,2020-03-13,0,1,1,0
7,CIUDAD DE MEXICO,COYOACÁN,22,2020-03-13,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,22,2020-03-13,0,8,8,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,22,2020-03-13,0,2,2,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,22,2020-03-13,0,2,2,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,22,2020-03-13,0,8,8,0
7,CIUDAD DE MEXICO,TLALPAN,22,2020-03-13,0,4,4,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,22,2020-03-13,0,5,5,0
8,COAHUILA DE ZARAGOZA,TORREÓN,22,2020-03-13,0,1,1,0
12,GUERRERO,ACAPULCO DE JUÁREZ,22,2020-03-13,0,1,1,0
13,HIDALGO,PACHUCA DE SOTO,22,2020-03-13,1,3,2,0
14,JALISCO,GUADALAJARA,22,2020-03-13,1,7,6,0
14,JALISCO,PUERTO VALLARTA,22,2020-03-13,0,1,1,0
14,JALISCO,ZAPOPAN,22,2020-03-13,0,1,1,0
15,ESTADO DE MEXICO,COATEPEC HARINAS,22,2020-03-13,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,22,2020-03-13,1,3,2,0
15,ESTADO DE MEXICO,LA PAZ,22,2020-03-13,1,1,0,0
15,ESTADO DE MEXICO,METEPEC,22,2020-03-13,0,2,2,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,22,2020-03-13,0,2,2,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,22,2020-03-13,0,1,1,0
15,ESTADO DE MEXICO,TOLUCA,22,2020-03-13,0,1,1,0
19,NUEVO LEON,GUADALUPE,22,2020-03-13,0,1,1,0
19,NUEVO LEON,MONTERREY,22,2020-03-13,1,3,2,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,22,2020-03-13,0,2,2,0
21,PUEBLA,PUEBLA,22,2020-03-13,0,3,3,0
21,PUEBLA,SAN ANDRÉS CHOLULA,22,2020-03-13,0,1,1,0
21,PUEBLA,SAN PEDRO CHOLULA,22,2020-03-13,0,1,1,0
22,QUERATARO,QUERÉTARO,22,2020-03-13,0,1,1,0
23,QUINTANA ROO,BENITO JUÁREZ,22,2020-03-13,0,3,3,0
26,SONORA,SAN LUIS RÍO COLORADO,22,2020-03-13,0,1,1,0
27,TABASCO,CENTRO,22,2020-03-13,0,2,2,0
28,TAMAULIPAS,ALTAMIRA,22,2020-03-13,0,1,1,0
31,Yucatan,MÉRIDA,22,2020-03-13,0,5,5,0
1,AGUASCALIENTES,AGUASCALIENTES,23,2020-03-14,0,1,1,0
2,BAJA CALIFORNIA,TIJUANA,23,2020-03-14,1,3,2,0
5,CHIAPAS,TUXTLA GUTIÉRREZ,23,2020-03-14,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,23,2020-03-14,0,1,1,0
7,CIUDAD DE MEXICO,COYOACÁN,23,2020-03-14,0,2,2,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,23,2020-03-14,0,4,4,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,23,2020-03-14,0,1,1,0
7,CIUDAD DE MEXICO,IZTACALCO,23,2020-03-14,0,1,1,0
7,CIUDAD DE MEXICO,IZTAPALAPA,23,2020-03-14,0,2,2,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,23,2020-03-14,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,23,2020-03-14,1,11,10,0
7,CIUDAD DE MEXICO,TLALPAN,23,2020-03-14,0,2,2,0
7,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,23,2020-03-14,0,1,1,0
7,CIUDAD DE MEXICO,XOCHIMILCO,23,2020-03-14,0,2,2,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,23,2020-03-14,0,5,5,0
11,GUANAJUATO,LEÓN,23,2020-03-14,0,1,1,0
11,GUANAJUATO,SAN MIGUEL DE ALLENDE,23,2020-03-14,0,2,2,0
13,HIDALGO,PACHUCA DE SOTO,23,2020-03-14,0,1,1,0
14,JALISCO,GUADALAJARA,23,2020-03-14,0,4,4,0
14,JALISCO,ZAPOPAN,23,2020-03-14,0,4,4,0
15,ESTADO DE MEXICO,CUAUTITLÁN,23,2020-03-14,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,23,2020-03-14,0,1,1,0
15,ESTADO DE MEXICO,IXTLAHUACA,23,2020-03-14,0,1,1,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,23,2020-03-14,0,3,3,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,23,2020-03-14,1,2,1,0
15,ESTADO DE MEXICO,NICOLÁS ROMERO,23,2020-03-14,0,1,1,0
15,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,23,2020-03-14,0,1,1,0
17,MORELOS,YAUTEPEC,23,2020-03-14,1,1,0,0
19,NUEVO LEON,APODACA,23,2020-03-14,0,1,1,0
19,NUEVO LEON,GUADALUPE,23,2020-03-14,0,1,1,0
19,NUEVO LEON,MONTERREY,23,2020-03-14,0,2,2,0
19,NUEVO LEON,SALINAS VICTORIA,23,2020-03-14,0,1,1,0
19,NUEVO LEON,SAN NICOLÁS DE LOS GARZA,23,2020-03-14,0,1,1,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,23,2020-03-14,0,2,2,0
21,PUEBLA,CHIETLA,23,2020-03-14,0,1,1,0
21,PUEBLA,PUEBLA,23,2020-03-14,0,1,1,0
21,PUEBLA,SAN ANDRÉS CHOLULA,23,2020-03-14,0,2,2,0
22,QUERATARO,QUERÉTARO,23,2020-03-14,0,1,1,0
23,QUINTANA ROO,BENITO JUÁREZ,23,2020-03-14,0,2,2,0
23,QUINTANA ROO,COZUMEL,23,2020-03-14,0,1,1,0
23,QUINTANA ROO,SOLIDARIDAD,23,2020-03-14,0,1,1,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,23,2020-03-14,0,1,1,0
25,SINALOA,CULIACÁN,23,2020-03-14,2,2,0,0
27,TABASCO,COMALCALCO,23,2020-03-14,0,1,1,0
27,TABASCO,CÁRDENAS,23,2020-03-14,0,1,1,0
28,TAMAULIPAS,TAMPICO,23,2020-03-14,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,23,2020-03-14,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,23,2020-03-14,0,1,1,0
31,Yucatan,MÉRIDA,23,2020-03-14,0,3,3,0
1,AGUASCALIENTES,ASIENTOS,24,2020-03-15,0,1,1,0
2,BAJA CALIFORNIA,PLAYAS DE ROSARITO,24,2020-03-15,1,1,0,0
2,BAJA CALIFORNIA,TIJUANA,24,2020-03-15,1,2,1,0
6,CHIHUAHUA,JUÁREZ,24,2020-03-15,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,24,2020-03-15,0,2,2,0
7,CIUDAD DE MEXICO,COYOACÁN,24,2020-03-15,0,3,3,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,24,2020-03-15,0,6,6,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,24,2020-03-15,0,1,1,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,24,2020-03-15,1,1,0,0
7,CIUDAD DE MEXICO,IZTACALCO,24,2020-03-15,1,2,1,0
7,CIUDAD DE MEXICO,IZTAPALAPA,24,2020-03-15,0,2,2,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,24,2020-03-15,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,24,2020-03-15,0,9,9,0
7,CIUDAD DE MEXICO,TLALPAN,24,2020-03-15,1,4,3,0
7,CIUDAD DE MEXICO,TLÁHUAC,24,2020-03-15,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,24,2020-03-15,0,3,3,0
9,COLIMA,COLIMA,24,2020-03-15,0,1,1,0
10,DURANGO,GÓMEZ PALACIO,24,2020-03-15,1,1,0,0
11,GUANAJUATO,GUANAJUATO,24,2020-03-15,0,1,1,0
11,GUANAJUATO,LEÓN,24,2020-03-15,0,2,2,0
12,GUERRERO,ACAPULCO DE JUÁREZ,24,2020-03-15,0,2,2,0
12,GUERRERO,TAXCO DE ALARCÓN,24,2020-03-15,0,1,1,0
14,JALISCO,GUADALAJARA,24,2020-03-15,0,1,1,0
14,JALISCO,ZAPOPAN,24,2020-03-15,0,1,1,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,24,2020-03-15,0,1,1,0
15,ESTADO DE MEXICO,ECATEPEC DE MORELOS,24,2020-03-15,0,2,2,0
15,ESTADO DE MEXICO,IXTAPALUCA,24,2020-03-15,1,2,1,0
15,ESTADO DE MEXICO,METEPEC,24,2020-03-15,0,1,1,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,24,2020-03-15,0,2,2,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,24,2020-03-15,0,2,2,0
15,ESTADO DE MEXICO,NICOLÁS ROMERO,24,2020-03-15,1,1,0,0
15,ESTADO DE MEXICO,SAN MATEO ATENCO,24,2020-03-15,0,1,1,0
15,ESTADO DE MEXICO,TEXCOCO,24,2020-03-15,0,1,1,0
16,MICHOACAN DE OCAMPO,MORELIA,24,2020-03-15,0,7,7,0
16,MICHOACAN DE OCAMPO,URUAPAN,24,2020-03-15,0,1,1,0
18,NAYARIT,BAHÍA DE BANDERAS,24,2020-03-15,0,1,1,0
19,NUEVO LEON,MONTERREY,24,2020-03-15,0,2,2,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,24,2020-03-15,0,5,5,0
21,PUEBLA,HUEJOTZINGO,24,2020-03-15,0,1,1,0
21,PUEBLA,SAN ANDRÉS CHOLULA,24,2020-03-15,0,3,3,0
22,QUERATARO,QUERÉTARO,24,2020-03-15,0,1,1,0
23,QUINTANA ROO,BENITO JUÁREZ,24,2020-03-15,1,5,4,0
23,QUINTANA ROO,COZUMEL,24,2020-03-15,1,1,0,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,24,2020-03-15,1,4,3,0
25,SINALOA,CULIACÁN,24,2020-03-15,0,1,1,0
25,SINALOA,SINALOA,24,2020-03-15,0,1,1,0
27,TABASCO,CENTRO,24,2020-03-15,0,1,1,0
