No_state,State,City,no_Date,Date,Deaths,Confirmed,Recovered,Active
20,OAXACA,OAXACA DE JUÁREZ,120,2020-06-19,1,24,23,0
20,OAXACA,OCOTLÁN DE MORELOS,120,2020-06-19,0,5,5,0
20,OAXACA,PUTLA VILLA DE GUERRERO,120,2020-06-19,0,2,2,0
20,OAXACA,REYES ETLA,120,2020-06-19,0,1,1,0
20,OAXACA,SALINA CRUZ,120,2020-06-19,0,3,3,0
20,OAXACA,SAN AGUSTÍN ETLA,120,2020-06-19,0,1,1,0
20,OAXACA,SAN ANDRÉS IXTLAHUACA,120,2020-06-19,0,1,1,0
20,OAXACA,SAN ANTONIO DE LA CAL,120,2020-06-19,1,3,2,0
20,OAXACA,SAN BARTOLO COYOTEPEC,120,2020-06-19,0,1,1,0
20,OAXACA,SAN FELIPE JALAPA DE DÍAZ,120,2020-06-19,0,2,2,0
20,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,120,2020-06-19,5,30,25,0
20,OAXACA,SAN JUAN COTZOCÓN,120,2020-06-19,0,2,2,0
20,OAXACA,SAN JUAN GUICHICOVI,120,2020-06-19,0,1,1,0
20,OAXACA,SAN JUAN TEPOSCOLULA,120,2020-06-19,0,1,1,0
20,OAXACA,SAN LORENZO CACAOTEPEC,120,2020-06-19,1,1,0,0
20,OAXACA,SAN MIGUEL TLACAMAMA,120,2020-06-19,1,1,0,0
20,OAXACA,SAN PEDRO MIXTEPEC,120,2020-06-19,0,1,1,0
20,OAXACA,SAN PEDRO Y SAN PABLO AYUTLA,120,2020-06-19,0,1,1,0
20,OAXACA,SAN PEDRO Y SAN PABLO TEPOSCOLULA,120,2020-06-19,0,1,1,0
20,OAXACA,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,120,2020-06-19,1,1,0,0
20,OAXACA,SAN SEBASTIÁN TUTLA,120,2020-06-19,0,4,4,0
20,OAXACA,SANTA CRUZ XOXOCOTLÁN,120,2020-06-19,0,3,3,0
20,OAXACA,SANTA LUCÍA DEL CAMINO,120,2020-06-19,0,5,5,0
20,OAXACA,SANTA MARÍA ATZOMPA,120,2020-06-19,0,1,1,0
20,OAXACA,SANTA MARÍA CHIMALAPA,120,2020-06-19,0,1,1,0
20,OAXACA,SANTA MARÍA COLOTEPEC,120,2020-06-19,0,1,1,0
20,OAXACA,SANTA MARÍA DEL TULE,120,2020-06-19,0,1,1,0
20,OAXACA,SANTIAGO JAMILTEPEC,120,2020-06-19,0,1,1,0
20,OAXACA,SANTIAGO PINOTEPA NACIONAL,120,2020-06-19,0,2,2,0
20,OAXACA,SANTIAGO YOLOMÉCATL,120,2020-06-19,0,1,1,0
20,OAXACA,SANTO DOMINGO TEHUANTEPEC,120,2020-06-19,0,6,6,0
20,OAXACA,SANTOS REYES NOPALA,120,2020-06-19,0,1,1,0
20,OAXACA,TEOTITLÁN DEL VALLE,120,2020-06-19,0,1,1,0
20,OAXACA,TLACOLULA DE MATAMOROS,120,2020-06-19,0,1,1,0
20,OAXACA,VILLA DE ETLA,120,2020-06-19,0,4,4,0
21,PUEBLA,ACAJETE,120,2020-06-19,1,2,1,0
21,PUEBLA,ACATLÁN,120,2020-06-19,0,1,1,0
21,PUEBLA,ACATZINGO,120,2020-06-19,0,2,2,0
21,PUEBLA,AHUAZOTEPEC,120,2020-06-19,1,1,0,0
21,PUEBLA,AJALPAN,120,2020-06-19,0,2,2,0
21,PUEBLA,AMOZOC,120,2020-06-19,2,5,3,0
21,PUEBLA,ATLIXCO,120,2020-06-19,1,9,8,0
21,PUEBLA,AYOTOXCO DE GUERRERO,120,2020-06-19,0,1,1,0
21,PUEBLA,CHIETLA,120,2020-06-19,0,2,2,0
21,PUEBLA,CHIGNAHUAPAN,120,2020-06-19,0,1,1,0
21,PUEBLA,CUAUTLANCINGO,120,2020-06-19,0,9,9,0
21,PUEBLA,CUYOACO,120,2020-06-19,0,1,1,0
21,PUEBLA,HUAUCHINANGO,120,2020-06-19,0,3,3,0
21,PUEBLA,HUEJOTZINGO,120,2020-06-19,0,6,6,0
21,PUEBLA,IXTEPEC,120,2020-06-19,0,1,1,0
21,PUEBLA,IZÚCAR DE MATAMOROS,120,2020-06-19,0,1,1,0
21,PUEBLA,JUAN GALINDO,120,2020-06-19,0,2,2,0
21,PUEBLA,LOS REYES DE JUÁREZ,120,2020-06-19,0,2,2,0
21,PUEBLA,MOLCAXAC,120,2020-06-19,1,2,1,0
21,PUEBLA,NOPALUCAN,120,2020-06-19,2,2,0,0
21,PUEBLA,OCOYUCAN,120,2020-06-19,0,2,2,0
21,PUEBLA,ORIENTAL,120,2020-06-19,1,1,0,0
21,PUEBLA,PUEBLA,120,2020-06-19,15,273,258,0
21,PUEBLA,SAN ANDRÉS CHOLULA,120,2020-06-19,0,11,11,0
21,PUEBLA,SAN GABRIEL CHILAC,120,2020-06-19,0,1,1,0
21,PUEBLA,SAN JOSÉ CHIAPA,120,2020-06-19,0,1,1,0
21,PUEBLA,SAN JUAN ATENCO,120,2020-06-19,1,1,0,0
21,PUEBLA,SAN MARTÍN TEXMELUCAN,120,2020-06-19,1,9,8,0
21,PUEBLA,SAN PEDRO CHOLULA,120,2020-06-19,0,12,12,0
21,PUEBLA,SAN SALVADOR EL VERDE,120,2020-06-19,0,3,3,0
21,PUEBLA,SAN SALVADOR HUIXCOLOTLA,120,2020-06-19,0,2,2,0
21,PUEBLA,SOLTEPEC,120,2020-06-19,0,1,1,0
21,PUEBLA,TEHUACÁN,120,2020-06-19,5,19,14,0
21,PUEBLA,TEOTLALCO,120,2020-06-19,0,1,1,0
21,PUEBLA,TEPANCO DE LÓPEZ,120,2020-06-19,1,2,1,0
21,PUEBLA,TEPATLAXCO DE HIDALGO,120,2020-06-19,0,1,1,0
21,PUEBLA,TEPEACA,120,2020-06-19,0,6,6,0
21,PUEBLA,TETELA DE OCAMPO,120,2020-06-19,1,2,1,0
21,PUEBLA,TEZIUTLÁN,120,2020-06-19,0,2,2,0
21,PUEBLA,TLACHICHUCA,120,2020-06-19,0,1,1,0
21,PUEBLA,TOCHTEPEC,120,2020-06-19,0,2,2,0
21,PUEBLA,TULCINGO,120,2020-06-19,0,1,1,0
21,PUEBLA,ZACAPOAXTLA,120,2020-06-19,1,1,0,0
22,QUERATARO,CADEREYTA DE MONTES,120,2020-06-19,0,3,3,0
22,QUERATARO,CORREGIDORA,120,2020-06-19,0,4,4,0
22,QUERATARO,EZEQUIEL MONTES,120,2020-06-19,0,1,1,0
22,QUERATARO,PEDRO ESCOBEDO,120,2020-06-19,0,1,1,0
22,QUERATARO,QUERÉTARO,120,2020-06-19,3,34,31,0
22,QUERATARO,SAN JUAN DEL RÍO,120,2020-06-19,2,5,3,0
23,QUINTANA ROO,BACALAR,120,2020-06-19,0,2,2,0
23,QUINTANA ROO,BENITO JUÁREZ,120,2020-06-19,4,36,32,0
23,QUINTANA ROO,COZUMEL,120,2020-06-19,0,4,4,0
23,QUINTANA ROO,FELIPE CARRILLO PUERTO,120,2020-06-19,0,1,1,0
23,QUINTANA ROO,LÁZARO CÁRDENAS,120,2020-06-19,0,3,3,0
23,QUINTANA ROO,OTHÓN P. BLANCO,120,2020-06-19,3,36,33,0
23,QUINTANA ROO,SOLIDARIDAD,120,2020-06-19,0,8,8,0
23,QUINTANA ROO,TULUM,120,2020-06-19,0,1,1,0
24,SAN LUIS POTOSI,CIUDAD VALLES,120,2020-06-19,1,15,14,0
24,SAN LUIS POTOSI,HUEHUETLÁN,120,2020-06-19,0,1,1,0
24,SAN LUIS POTOSI,MATEHUALA,120,2020-06-19,0,6,6,0
24,SAN LUIS POTOSI,MATLAPA,120,2020-06-19,0,4,4,0
24,SAN LUIS POTOSI,MEXQUITIC DE CARMONA,120,2020-06-19,0,2,2,0
24,SAN LUIS POTOSI,RIOVERDE,120,2020-06-19,0,3,3,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,120,2020-06-19,2,41,39,0
24,SAN LUIS POTOSI,SAN NICOLÁS TOLENTINO,120,2020-06-19,0,1,1,0
24,SAN LUIS POTOSI,SAN VICENTE TANCUAYALAB,120,2020-06-19,0,2,2,0
24,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SÁNCHEZ,120,2020-06-19,0,8,8,0
24,SAN LUIS POTOSI,TAMASOPO,120,2020-06-19,1,1,0,0
24,SAN LUIS POTOSI,TAMAZUNCHALE,120,2020-06-19,1,17,16,0
24,SAN LUIS POTOSI,TAMPACÁN,120,2020-06-19,0,1,1,0
24,SAN LUIS POTOSI,TAMUÍN,120,2020-06-19,0,3,3,0
24,SAN LUIS POTOSI,TANCANHUITZ,120,2020-06-19,0,2,2,0
24,SAN LUIS POTOSI,XILITLA,120,2020-06-19,0,4,4,0
25,SINALOA,AHOME,120,2020-06-19,6,22,16,0
25,SINALOA,ANGOSTURA,120,2020-06-19,1,2,1,0
25,SINALOA,CHOIX,120,2020-06-19,1,1,0,0
25,SINALOA,CONCORDIA,120,2020-06-19,0,1,1,0
25,SINALOA,COSALÁ,120,2020-06-19,0,1,1,0
25,SINALOA,CULIACÁN,120,2020-06-19,6,33,27,0
25,SINALOA,EL FUERTE,120,2020-06-19,0,4,4,0
25,SINALOA,ESCUINAPA,120,2020-06-19,0,3,3,0
25,SINALOA,GUASAVE,120,2020-06-19,8,46,38,0
25,SINALOA,MAZATLÁN,120,2020-06-19,4,20,16,0
25,SINALOA,MOCORITO,120,2020-06-19,0,1,1,0
25,SINALOA,NAVOLATO,120,2020-06-19,0,3,3,0
25,SINALOA,ROSARIO,120,2020-06-19,1,1,0,0
25,SINALOA,SALVADOR ALVARADO,120,2020-06-19,1,5,4,0
25,SINALOA,SINALOA,120,2020-06-19,0,3,3,0
26,SONORA,AGUA PRIETA,120,2020-06-19,2,10,8,0
26,SONORA,ALAMOS,120,2020-06-19,0,1,1,0
26,SONORA,BACOACHI,120,2020-06-19,0,1,1,0
26,SONORA,BAVIÁCORA,120,2020-06-19,0,1,1,0
26,SONORA,BÁCUM,120,2020-06-19,0,1,1,0
26,SONORA,CABORCA,120,2020-06-19,0,14,14,0
26,SONORA,CAJEME,120,2020-06-19,11,45,34,0
26,SONORA,CANANEA,120,2020-06-19,0,5,5,0
26,SONORA,EMPALME,120,2020-06-19,0,1,1,0
26,SONORA,ETCHOJOA,120,2020-06-19,0,1,1,0
26,SONORA,GENERAL PLUTARCO ELÍAS CALLES,120,2020-06-19,0,1,1,0
26,SONORA,GUAYMAS,120,2020-06-19,0,15,15,0
26,SONORA,HERMOSILLO,120,2020-06-19,13,124,111,0
26,SONORA,HUATABAMPO,120,2020-06-19,1,4,3,0
26,SONORA,MAGDALENA,120,2020-06-19,1,2,1,0
26,SONORA,NACOZARI DE GARCÍA,120,2020-06-19,0,1,1,0
26,SONORA,NAVOJOA,120,2020-06-19,2,12,10,0
26,SONORA,NOGALES,120,2020-06-19,3,32,29,0
26,SONORA,NÁCORI CHICO,120,2020-06-19,0,1,1,0
26,SONORA,PITIQUITO,120,2020-06-19,0,4,4,0
26,SONORA,PUERTO PEÑASCO,120,2020-06-19,0,1,1,0
26,SONORA,SAN IGNACIO RÍO MUERTO,120,2020-06-19,0,1,1,0
26,SONORA,SAN LUIS RÍO COLORADO,120,2020-06-19,2,20,18,0
26,SONORA,SANTA ANA,120,2020-06-19,0,2,2,0
27,TABASCO,BALANCÁN,120,2020-06-19,1,14,13,0
27,TABASCO,CENTLA,120,2020-06-19,1,3,2,0
27,TABASCO,CENTRO,120,2020-06-19,9,109,100,0
27,TABASCO,COMALCALCO,120,2020-06-19,4,21,17,0
27,TABASCO,CUNDUACÁN,120,2020-06-19,0,26,26,0
27,TABASCO,CÁRDENAS,120,2020-06-19,5,21,16,0
27,TABASCO,EMILIANO ZAPATA,120,2020-06-19,0,3,3,0
27,TABASCO,HUIMANGUILLO,120,2020-06-19,2,8,6,0
27,TABASCO,JALAPA,120,2020-06-19,0,2,2,0
27,TABASCO,JALPA DE MÉNDEZ,120,2020-06-19,4,17,13,0
27,TABASCO,JONUTA,120,2020-06-19,0,5,5,0
27,TABASCO,MACUSPANA,120,2020-06-19,3,14,11,0
27,TABASCO,NACAJUCA,120,2020-06-19,2,16,14,0
27,TABASCO,PARAÍSO,120,2020-06-19,2,15,13,0
27,TABASCO,TACOTALPA,120,2020-06-19,0,7,7,0
27,TABASCO,TEAPA,120,2020-06-19,1,5,4,0
27,TABASCO,TENOSIQUE,120,2020-06-19,0,6,6,0
28,TAMAULIPAS,ALTAMIRA,120,2020-06-19,1,15,14,0
28,TAMAULIPAS,CAMARGO,120,2020-06-19,0,4,4,0
28,TAMAULIPAS,CIUDAD MADERO,120,2020-06-19,0,18,18,0
28,TAMAULIPAS,EL MANTE,120,2020-06-19,0,3,3,0
28,TAMAULIPAS,MATAMOROS,120,2020-06-19,4,47,43,0
28,TAMAULIPAS,MIER,120,2020-06-19,0,1,1,0
28,TAMAULIPAS,MIGUEL ALEMÁN,120,2020-06-19,0,1,1,0
28,TAMAULIPAS,NUEVO LAREDO,120,2020-06-19,1,28,27,0
28,TAMAULIPAS,REYNOSA,120,2020-06-19,13,125,112,0
28,TAMAULIPAS,RÍO BRAVO,120,2020-06-19,1,17,16,0
28,TAMAULIPAS,TAMPICO,120,2020-06-19,2,34,32,0
28,TAMAULIPAS,VALLE HERMOSO,120,2020-06-19,1,7,6,0
28,TAMAULIPAS,VICTORIA,120,2020-06-19,1,11,10,0
28,TAMAULIPAS,XICOTÉNCATL,120,2020-06-19,0,2,2,0
29,TLAXCALA,AMAXAC DE GUERRERO,120,2020-06-19,0,1,1,0
29,TLAXCALA,APETATITLÁN DE ANTONIO CARVAJAL,120,2020-06-19,0,1,1,0
29,TLAXCALA,APIZACO,120,2020-06-19,0,6,6,0
29,TLAXCALA,CALPULALPAN,120,2020-06-19,1,2,1,0
29,TLAXCALA,CHIAUTEMPAN,120,2020-06-19,2,10,8,0
29,TLAXCALA,CONTLA DE JUAN CUAMATZI,120,2020-06-19,1,4,3,0
29,TLAXCALA,EL CARMEN TEQUEXQUITLA,120,2020-06-19,0,2,2,0
29,TLAXCALA,EMILIANO ZAPATA,120,2020-06-19,0,1,1,0
29,TLAXCALA,HUAMANTLA,120,2020-06-19,1,5,4,0
29,TLAXCALA,MAZATECOCHCO DE JOSÉ MARÍA MORELOS,120,2020-06-19,0,1,1,0
29,TLAXCALA,PANOTLA,120,2020-06-19,0,1,1,0
29,TLAXCALA,PAPALOTLA DE XICOHTÉNCATL,120,2020-06-19,0,1,1,0
29,TLAXCALA,SAN DAMIÁN TEXÓLOC,120,2020-06-19,0,1,1,0
29,TLAXCALA,SAN FRANCISCO TETLANOHCAN,120,2020-06-19,0,1,1,0
29,TLAXCALA,SAN PABLO DEL MONTE,120,2020-06-19,0,1,1,0
29,TLAXCALA,SANTA ANA NOPALUCAN,120,2020-06-19,0,1,1,0
29,TLAXCALA,SANTA APOLONIA TEACALCO,120,2020-06-19,0,1,1,0
29,TLAXCALA,SANTA CRUZ TLAXCALA,120,2020-06-19,0,1,1,0
29,TLAXCALA,TENANCINGO,120,2020-06-19,1,2,1,0
29,TLAXCALA,TEOLOCHOLCO,120,2020-06-19,1,2,1,0
29,TLAXCALA,TEPEYANCO,120,2020-06-19,0,1,1,0
29,TLAXCALA,TETLA DE LA SOLIDARIDAD,120,2020-06-19,0,2,2,0
29,TLAXCALA,TETLATLAHUCA,120,2020-06-19,0,1,1,0
29,TLAXCALA,TLAXCALA,120,2020-06-19,1,15,14,0
29,TLAXCALA,TLAXCO,120,2020-06-19,0,2,2,0
29,TLAXCALA,TOCATLÁN,120,2020-06-19,0,1,1,0
29,TLAXCALA,TOTOLAC,120,2020-06-19,0,3,3,0
29,TLAXCALA,TZOMPANTEPEC,120,2020-06-19,1,1,0,0
29,TLAXCALA,XALOZTOC,120,2020-06-19,1,1,0,0
29,TLAXCALA,YAUHQUEMEHCAN,120,2020-06-19,0,1,1,0
29,TLAXCALA,ZACATELCO,120,2020-06-19,0,3,3,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,ACAYUCAN,120,2020-06-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,ALTOTONGA,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,120,2020-06-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,AMATLÁN DE LOS REYES,120,2020-06-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,120,2020-06-19,1,6,5,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,CAMERINO Z. MENDOZA,120,2020-06-19,1,2,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,CARLOS A. CARRILLO,120,2020-06-19,0,3,3,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,120,2020-06-19,2,17,15,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,COATZINTLA,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,COETZALA,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,COSAMALOAPAN DE CARPIO,120,2020-06-19,0,7,7,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,COSOLEACAQUE,120,2020-06-19,5,7,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,CÓRDOBA,120,2020-06-19,1,28,27,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,EMILIANO ZAPATA,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,FORTÍN,120,2020-06-19,0,5,5,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,HUATUSCO,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,HUILOAPAN DE CUAUHTÉMOC,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,ISLA,120,2020-06-19,0,3,3,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,IXCATEPEC,120,2020-06-19,1,1,0,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLANCILLO,120,2020-06-19,1,2,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DEL CAFÉ,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,IXMATLAHUACAN,120,2020-06-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLÁN,120,2020-06-19,1,6,5,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,JOSÉ AZUETA,120,2020-06-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,JÁLTIPAN,120,2020-06-19,1,2,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,LA ANTIGUA,120,2020-06-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,LAS CHOAPAS,120,2020-06-19,1,2,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,LERDO DE TEJADA,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,MANLIO FABIO ALTAMIRANO,120,2020-06-19,1,2,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,MARIANO ESCOBEDO,120,2020-06-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,MEDELLÍN DE BRAVO,120,2020-06-19,0,4,4,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,MINATITLÁN,120,2020-06-19,0,14,14,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO,120,2020-06-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,NOGALES,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,ORIZABA,120,2020-06-19,0,14,14,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,120,2020-06-19,0,3,3,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,PASO DE OVEJAS,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,120,2020-06-19,1,8,7,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,PUEBLO VIEJO,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL,120,2020-06-19,1,3,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,120,2020-06-19,0,3,3,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,RAFAEL DELGADO,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,RÍO BLANCO,120,2020-06-19,0,4,4,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,120,2020-06-19,4,9,5,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,SOLEDAD DE DOBLADO,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,TEMPOAL,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,120,2020-06-19,0,10,10,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,TIHUATLÁN,120,2020-06-19,1,1,0,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTALPAN,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,TOMATLÁN,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,TRES VALLES,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,120,2020-06-19,1,7,6,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,120,2020-06-19,3,62,59,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,120,2020-06-19,4,20,16,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,ZONGOLICA,120,2020-06-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,ÁLAMO TEMAPACHE,120,2020-06-19,0,1,1,0
31,Yucatan,ACANCEH,120,2020-06-19,1,3,2,0
31,Yucatan,BUCTZOTZ,120,2020-06-19,0,1,1,0
31,Yucatan,CALOTMUL,120,2020-06-19,0,2,2,0
31,Yucatan,CHICXULUB PUEBLO,120,2020-06-19,0,1,1,0
31,Yucatan,CHOCHOLÁ,120,2020-06-19,0,1,1,0
31,Yucatan,DZITÁS,120,2020-06-19,0,1,1,0
31,Yucatan,ESPITA,120,2020-06-19,0,1,1,0
31,Yucatan,HALACHÓ,120,2020-06-19,1,1,0,0
31,Yucatan,HOCTÚN,120,2020-06-19,1,4,3,0
31,Yucatan,HUNUCMÁ,120,2020-06-19,0,2,2,0
31,Yucatan,IZAMAL,120,2020-06-19,0,1,1,0
31,Yucatan,KANASÍN,120,2020-06-19,0,4,4,0
31,Yucatan,KAUA,120,2020-06-19,0,1,1,0
31,Yucatan,MAMA,120,2020-06-19,0,1,1,0
31,Yucatan,MAXCANÚ,120,2020-06-19,0,1,1,0
31,Yucatan,MÉRIDA,120,2020-06-19,6,68,62,0
31,Yucatan,PROGRESO,120,2020-06-19,0,2,2,0
31,Yucatan,TAHMEK,120,2020-06-19,1,1,0,0
31,Yucatan,TEKAX,120,2020-06-19,0,3,3,0
31,Yucatan,TEMOZÓN,120,2020-06-19,0,3,3,0
31,Yucatan,TETIZ,120,2020-06-19,0,1,1,0
31,Yucatan,TIMUCUY,120,2020-06-19,0,1,1,0
31,Yucatan,TIXKOKOB,120,2020-06-19,1,2,1,0
31,Yucatan,TIZIMÍN,120,2020-06-19,1,4,3,0
31,Yucatan,UMÁN,120,2020-06-19,1,6,5,0
31,Yucatan,VALLADOLID,120,2020-06-19,1,11,10,0
32,ZACATECAS,APOZOL,120,2020-06-19,0,1,1,0
32,ZACATECAS,CONCEPCIÓN DEL ORO,120,2020-06-19,0,1,1,0
32,ZACATECAS,FRESNILLO,120,2020-06-19,0,12,12,0
32,ZACATECAS,GENERAL FRANCISCO R. MURGUÍA,120,2020-06-19,0,1,1,0
32,ZACATECAS,GUADALUPE,120,2020-06-19,0,4,4,0
32,ZACATECAS,JALPA,120,2020-06-19,0,2,2,0
32,ZACATECAS,JEREZ,120,2020-06-19,1,1,0,0
32,ZACATECAS,LORETO,120,2020-06-19,0,2,2,0
32,ZACATECAS,MORELOS,120,2020-06-19,0,1,1,0
32,ZACATECAS,PINOS,120,2020-06-19,1,1,0,0
32,ZACATECAS,SAIN ALTO,120,2020-06-19,0,1,1,0
32,ZACATECAS,SOMBRERETE,120,2020-06-19,0,1,1,0
32,ZACATECAS,TRANCOSO,120,2020-06-19,0,1,1,0
32,ZACATECAS,ZACATECAS,120,2020-06-19,1,4,3,0
1,AGUASCALIENTES,AGUASCALIENTES,121,2020-06-20,2,37,35,0
1,AGUASCALIENTES,ASIENTOS,121,2020-06-20,0,2,2,0
1,AGUASCALIENTES,CALVILLO,121,2020-06-20,0,2,2,0
1,AGUASCALIENTES,JESÚS MARÍA,121,2020-06-20,0,1,1,0
1,AGUASCALIENTES,PABELLÓN DE ARTEAGA,121,2020-06-20,0,2,2,0
1,AGUASCALIENTES,RINCÓN DE ROMOS,121,2020-06-20,0,4,4,0
1,AGUASCALIENTES,SAN JOSÉ DE GRACIA,121,2020-06-20,0,1,1,0
1,AGUASCALIENTES,TEPEZALÁ,121,2020-06-20,0,1,1,0
2,BAJA CALIFORNIA,ENSENADA,121,2020-06-20,6,35,29,0
2,BAJA CALIFORNIA,MEXICALI,121,2020-06-20,30,123,93,0
2,BAJA CALIFORNIA,PLAYAS DE ROSARITO,121,2020-06-20,0,2,2,0
2,BAJA CALIFORNIA,TECATE,121,2020-06-20,0,3,3,0
2,BAJA CALIFORNIA,TIJUANA,121,2020-06-20,14,51,37,0
3,BAJA CALIFORNIA SUR,COMONDÚ,121,2020-06-20,0,1,1,0
3,BAJA CALIFORNIA SUR,LA PAZ,121,2020-06-20,2,19,17,0
3,BAJA CALIFORNIA SUR,LORETO,121,2020-06-20,0,7,7,0
3,BAJA CALIFORNIA SUR,LOS CABOS,121,2020-06-20,0,14,14,0
3,BAJA CALIFORNIA SUR,MULEGÉ,121,2020-06-20,0,6,6,0
4,CAMPECHE,CALAKMUL,121,2020-06-20,0,2,2,0
4,CAMPECHE,CALKINÍ,121,2020-06-20,1,3,2,0
4,CAMPECHE,CAMPECHE,121,2020-06-20,3,49,46,0
4,CAMPECHE,CARMEN,121,2020-06-20,6,31,25,0
4,CAMPECHE,CHAMPOTÓN,121,2020-06-20,0,3,3,0
4,CAMPECHE,ESCÁRCEGA,121,2020-06-20,3,11,8,0
4,CAMPECHE,HECELCHAKÁN,121,2020-06-20,1,7,6,0
4,CAMPECHE,HOPELCHÉN,121,2020-06-20,0,1,1,0
4,CAMPECHE,TENABO,121,2020-06-20,0,2,2,0
5,CHIAPAS,ARRIAGA,121,2020-06-20,0,1,1,0
5,CHIAPAS,BOCHIL,121,2020-06-20,0,1,1,0
5,CHIAPAS,CACAHOATÁN,121,2020-06-20,0,3,3,0
5,CHIAPAS,CHIAPA DE CORZO,121,2020-06-20,0,1,1,0
5,CHIAPAS,COMITÁN DE DOMÍNGUEZ,121,2020-06-20,0,1,1,0
5,CHIAPAS,HUIXTLA,121,2020-06-20,1,2,1,0
5,CHIAPAS,JITOTOL,121,2020-06-20,0,1,1,0
5,CHIAPAS,JUÁREZ,121,2020-06-20,1,2,1,0
5,CHIAPAS,LAS MARGARITAS,121,2020-06-20,0,1,1,0
